Tiempo;Pandora mm (637km2);Banano mm (90km2);Tiempo,Pandora mm (637km2),Banano mm (90km2)
10/11/1983;1.87;3.56;10/11/1983,1.87,3.56
10/12/1983;1.87;3.49;10/12/1983,1.87,3.49
10/13/1983;1.86;3.43;10/13/1983,1.86,3.43
10/14/1983;1.86;3.36;10/14/1983,1.86,3.36
10/15/1983;1.84;3.29;10/15/1983,1.84,3.29
10/16/1983;1.84;3.23;10/16/1983,1.84,3.23
10/17/1983;1.83;3.16;10/17/1983,1.83,3.16
10/18/1983;1.83;3.11;10/18/1983,1.83,3.11
10/19/1983;1.82;3.04;10/19/1983,1.82,3.04
10/20/1983;1.82;2.98;10/20/1983,1.82,2.98
10/21/1983;1.80;2.92;10/21/1983,1.80,2.92
10/22/1983;1.89;2.85;10/22/1983,1.89,2.85
10/23/1983;1.80;2.80;10/23/1983,1.80,2.80
10/24/1983;1.76;2.75;10/24/1983,1.76,2.75
10/25/1983;1.76;2.68;10/25/1983,1.76,2.68
10/26/1983;3.02;5.55;10/26/1983,3.02,5.55
10/27/1983;2.47;3.49;10/27/1983,2.47,3.49
10/28/1983;3.59;10.27;10/28/1983,3.59,10.27
10/29/1983;17.36;6.41;10/29/1983,17.36,6.41
10/30/1983;16.01;4.39;10/30/1983,16.01,4.39
10/31/1983;11.05;4.02;10/31/1983,11.05,4.02
11/01/1983;5.86;3.67;11/1/1983,5.86,3.67
11/02/1983;3.93;4.02;11/2/1983,3.93,4.02
11/03/1983;3.15;4.20;11/3/1983,3.15,4.20
11/04/1983;2.90;3.84;11/4/1983,2.90,3.84
11/05/1983;2.77;3.49;11/5/1983,2.77,3.49
11/06/1983;2.69;3.41;11/6/1983,2.69,3.41
11/07/1983;2.36;12.10;11/7/1983,2.36,12.10
11/08/1983;2.32;22.46;11/8/1983,2.32,22.46
11/09/1983;2.17;21.70;11/9/1983,2.17,21.70
11/10/1983;2.12;17.66;11/10/1983,2.12,17.66
11/11/1983;2.08;10.75;11/11/1983,2.08,10.75
11/12/1983;2.05;13.44;11/12/1983,2.05,13.44
11/13/1983;2.01;13.82;11/13/1983,2.01,13.82
11/14/1983;1.97;12.77;11/14/1983,1.97,12.77
11/15/1983;1.93;8.89;11/15/1983,1.93,8.89
11/16/1983;1.90;7.65;11/16/1983,1.90,7.65
11/17/1983;1.86;9.45;11/17/1983,1.86,9.45
11/18/1983;1.82;8.32;11/18/1983,1.82,8.32
11/19/1983;1.79;22.46;11/19/1983,1.79,22.46
11/20/1983;1.75;34.75;11/20/1983,1.75,34.75
11/21/1983;1.72;18.62;11/21/1983,1.72,18.62
11/22/1983;1.68;13.25;11/22/1983,1.68,13.25
11/23/1983;1.65;10.66;11/23/1983,1.65,10.66
11/24/1983;1.61;12.10;11/24/1983,1.61,12.10
11/25/1983;1.68;12.86;11/25/1983,1.68,12.86
11/26/1983;1.56;11.90;11/26/1983,1.56,11.90
11/27/1983;1.56;16.80;11/27/1983,1.56,16.80
11/28/1983;1.49;26.11;11/28/1983,1.49,26.11
11/29/1983;1.52;21.12;11/29/1983,1.52,21.12
11/30/1983;2.06;16.13;11/30/1983,2.06,16.13
12/01/1983;1.56;13.25;12/1/1983,1.56,13.25
12/02/1983;1.56;13.25;12/2/1983,1.56,13.25
12/03/1983;1.52;12.86;12/3/1983,1.52,12.86
12/04/1983;1.49;15.65;12/4/1983,1.49,15.65
12/05/1983;1.49;15.36;12/5/1983,1.49,15.36
12/06/1983;1.45;17.28;12/6/1983,1.45,17.28
12/07/1983;1.45;13.92;12/7/1983,1.45,13.92
12/08/1983;1.49;12.96;12/8/1983,1.49,12.96
12/09/1983;1.45;15.07;12/9/1983,1.45,15.07
12/10/1983;1.41;19.68;12/10/1983,1.41,19.68
12/11/1983;1.41;16.32;12/11/1983,1.41,16.32
12/12/1983;1.37;12.58;12/12/1983,1.37,12.58
12/13/1983;1.37;11.33;12/13/1983,1.37,11.33
12/14/1983;1.34;12.86;12/14/1983,1.34,12.86
12/15/1983;1.34;15.55;12/15/1983,1.34,15.55
12/16/1983;1.34;12.58;12/16/1983,1.34,12.58
12/17/1983;1.30;10.37;12/17/1983,1.30,10.37
12/18/1983;1.30;9.89;12/18/1983,1.30,9.89
12/19/1983;1.30;10.08;12/19/1983,1.30,10.08
12/20/1983;1.34;9.29;12/20/1983,1.34,9.29
12/21/1983;1.30;8.55;12/21/1983,1.30,8.55
12/22/1983;1.30;12.96;12/22/1983,1.30,12.96
12/23/1983;1.30;22.66;12/23/1983,1.30,22.66
12/24/1983;1.99;19.97;12/24/1983,1.99,19.97
12/25/1983;1.80;14.40;12/25/1983,1.80,14.40
12/26/1983;1.65;31.97;12/26/1983,1.65,31.97
12/27/1983;1.57;25.44;12/27/1983,1.57,25.44
12/28/1983;1.45;16.90;12/28/1983,1.45,16.90
12/29/1983;1.42;14.21;12/29/1983,1.42,14.21
12/30/1983;1.67;12.96;12/30/1983,1.67,12.96
12/31/1983;1.93;13.82;12/31/1983,1.93,13.82
